{'n_hidden_layers': 5, 'n_neurons': 300, 'optimizer_class': <class 'tensorflow.python.training.adagrad.AdagradOptimizer'>, 'learning_rate': 0.05, 'batch_size': 400, 'activation': <function leaky_relu.<locals>.parametrized_leaky_relu at 0x00000243DAF0A598>, 'dropout_rate': 0.1, 'conv1': {'conv1_fmaps': 16, 'conv1_ksize': 5, 'conv1_stride': 1, 'conv1_dropout': 0.2, 'conv1_activation': <function relu at 0x00000243D798D9D8>}, 'conv2': {'conv2_fmaps': 16, 'conv2_ksize': 5, 'conv2_stride': 1, 'conv2_dropout': 0.2, 'conv2_activation': <function relu at 0x00000243D798D9D8>}, 'architecture': 3, 'accuracy_rate': 0.98677563667297363}
{'n_hidden_layers': 9, 'n_neurons': 450, 'optimizer_class': <class 'tensorflow.python.training.adam.AdamOptimizer'>, 'learning_rate': 0.025, 'batch_size': 200, 'activation': <function elu at 0x00000243D797F9D8>, 'dropout_rate': 0.4, 'conv1': {'conv1_fmaps': 16, 'conv1_ksize': 5, 'conv1_stride': 1, 'conv1_dropout': 0.1, 'conv1_activation': <function elu at 0x00000243D797F9D8>}, 'conv2': {'conv2_fmaps': 16, 'conv2_ksize': 5, 'conv2_stride': 1, 'conv2_dropout': 0.2, 'conv2_activation': <function relu at 0x00000243D798D9D8>}, 'architecture': 2, 'accuracy_rate': 0.8378063440322876}
{'n_hidden_layers': 6, 'n_neurons': 400, 'optimizer_class': <class 'tensorflow.python.training.adam.AdamOptimizer'>, 'learning_rate': 0.01, 'batch_size': 400, 'activation': <function leaky_relu.<locals>.parametrized_leaky_relu at 0x00000243DAF0A598>, 'dropout_rate': 0.4, 'conv1': {'conv1_fmaps': 16, 'conv1_ksize': 5, 'conv1_stride': 1, 'conv1_dropout': 0.3, 'conv1_activation': <function relu at 0x00000243D798D9D8>}, 'conv2': {'conv2_fmaps': 16, 'conv2_ksize': 5, 'conv2_stride': 1, 'conv2_dropout': 0.1, 'conv2_activation': <function elu at 0x00000243D797F9D8>}, 'architecture': 3, 'accuracy_rate': 0.9478803277015686}
{'n_hidden_layers': 4, 'n_neurons': 500, 'optimizer_class': <class 'tensorflow.python.training.adam.AdamOptimizer'>, 'learning_rate': 0.025, 'batch_size': 250, 'activation': <function leaky_relu.<locals>.parametrized_leaky_relu at 0x00000243DAF0A598>, 'dropout_rate': 0.4, 'conv1': {'conv1_fmaps': 16, 'conv1_ksize': 5, 'conv1_stride': 1, 'conv1_dropout': 0.1, 'conv1_activation': <function elu at 0x00000243D797F9D8>}, 'conv2': {'conv2_fmaps': 16, 'conv2_ksize': 5, 'conv2_stride': 1, 'conv2_dropout': 0.1, 'conv2_activation': <function elu at 0x00000243D797F9D8>}, 'architecture': 3, 'accuracy_rate': 0.96888375282287598}
{'n_hidden_layers': 1, 'n_neurons': 350, 'optimizer_class': <class 'tensorflow.python.training.adagrad.AdagradOptimizer'>, 'learning_rate': 0.01, 'batch_size': 400, 'activation': <function elu at 0x00000243D797F9D8>, 'dropout_rate': 0.3, 'conv1': {'conv1_fmaps': 16, 'conv1_ksize': 5, 'conv1_stride': 1, 'conv1_dropout': 0.1, 'conv1_activation': <function elu at 0x00000243D797F9D8>}, 'conv2': {'conv2_fmaps': 16, 'conv2_ksize': 5, 'conv2_stride': 1, 'conv2_dropout': 0.1, 'conv2_activation': <function elu at 0x00000243D797F9D8>}, 'architecture': 2, 'accuracy_rate': 0.97782975435256958}
{'n_hidden_layers': 7, 'n_neurons': 400, 'optimizer_class': <class 'tensorflow.python.training.adagrad.AdagradOptimizer'>, 'learning_rate': 0.025, 'batch_size': 300, 'activation': <function elu at 0x00000243D797F9D8>, 'dropout_rate': 0.3, 'conv1': {'conv1_fmaps': 16, 'conv1_ksize': 5, 'conv1_stride': 1, 'conv1_dropout': 0.1, 'conv1_activation': <function elu at 0x00000243D797F9D8>}, 'conv2': {'conv2_fmaps': 16, 'conv2_ksize': 5, 'conv2_stride': 1, 'conv2_dropout': 0.1, 'conv2_activation': <function elu at 0x00000243D797F9D8>}, 'architecture': 2, 'accuracy_rate': 0.93310004472732544}
{'n_hidden_layers': 9, 'n_neurons': 450, 'optimizer_class': <class 'tensorflow.python.training.adam.AdamOptimizer'>, 'learning_rate': 0.05, 'batch_size': 250, 'activation': <function elu at 0x00000243D797F9D8>, 'dropout_rate': 0.3, 'conv1': {'conv1_fmaps': 16, 'conv1_ksize': 5, 'conv1_stride': 1, 'conv1_dropout': 0.2, 'conv1_activation': <function relu at 0x00000243D798D9D8>}, 'conv2': {'conv2_fmaps': 16, 'conv2_ksize': 5, 'conv2_stride': 1, 'conv2_dropout': 0.1, 'conv2_activation': <function elu at 0x00000243D797F9D8>}, 'architecture': 4, 'accuracy_rate': 0.95332562923431396}
{'n_hidden_layers': 9, 'n_neurons': 450, 'optimizer_class': <class 'tensorflow.python.training.adam.AdamOptimizer'>, 'learning_rate': 0.05, 'batch_size': 600, 'activation': <function leaky_relu.<locals>.parametrized_leaky_relu at 0x00000243DAF0A598>, 'dropout_rate': 0.1, 'conv1': {'conv1_fmaps': 16, 'conv1_ksize': 5, 'conv1_stride': 1, 'conv1_dropout': 0.1, 'conv1_activation': <function elu at 0x00000243D797F9D8>}, 'conv2': {'conv2_fmaps': 16, 'conv2_ksize': 5, 'conv2_stride': 1, 'conv2_dropout': 0.1, 'conv2_activation': <function elu at 0x00000243D797F9D8>}, 'architecture': 1, 'accuracy_rate': 0.92415416240692139}
{'n_hidden_layers': 2, 'n_neurons': 500, 'optimizer_class': <class 'tensorflow.python.training.adam.AdamOptimizer'>, 'learning_rate': 0.1, 'batch_size': 300, 'activation': <function leaky_relu.<locals>.parametrized_leaky_relu at 0x00000243DAF0A598>, 'dropout_rate': 0.3, 'conv1': {'conv1_fmaps': 16, 'conv1_ksize': 5, 'conv1_stride': 1, 'conv1_dropout': 0.3, 'conv1_activation': <function relu at 0x00000243D798D9D8>}, 'conv2': {'conv2_fmaps': 16, 'conv2_ksize': 5, 'conv2_stride': 1, 'conv2_dropout': 0.1, 'conv2_activation': <function elu at 0x00000243D797F9D8>}, 'architecture': 2, 'accuracy_rate': 0.98288607597351074}
{'n_hidden_layers': 7, 'n_neurons': 50, 'optimizer_class': <class 'tensorflow.python.training.adam.AdamOptimizer'>, 'learning_rate': 0.05, 'batch_size': 600, 'activation': <function elu at 0x00000243D797F9D8>, 'dropout_rate': 0.4, 'conv1': {'conv1_fmaps': 16, 'conv1_ksize': 5, 'conv1_stride': 1, 'conv1_dropout': 0.1, 'conv1_activation': <function elu at 0x00000243D797F9D8>}, 'conv2': {'conv2_fmaps': 16, 'conv2_ksize': 5, 'conv2_stride': 1, 'conv2_dropout': 0.1, 'conv2_activation': <function elu at 0x00000243D797F9D8>}, 'architecture': 2, 'accuracy_rate': 0.70400619506835938}
{'n_hidden_layers': 5, 'n_neurons': 450, 'optimizer_class': <class 'tensorflow.python.training.adagrad.AdagradOptimizer'>, 'learning_rate': 0.05, 'batch_size': 250, 'activation': <function leaky_relu.<locals>.parametrized_leaky_relu at 0x00000243DAF0A598>, 'dropout_rate': 0.3, 'conv1': {'conv1_fmaps': 16, 'conv1_ksize': 5, 'conv1_stride': 1, 'conv1_dropout': 0.2, 'conv1_activation': <function relu at 0x00000243D798D9D8>}, 'conv2': {'conv2_fmaps': 16, 'conv2_ksize': 5, 'conv2_stride': 1, 'conv2_dropout': 0.2, 'conv2_activation': <function relu at 0x00000243D798D9D8>}, 'architecture': 1, 'accuracy_rate': 0.96810585260391235}
{'n_hidden_layers': 1, 'n_neurons': 250, 'optimizer_class': <class 'tensorflow.python.training.adagrad.AdagradOptimizer'>, 'learning_rate': 0.025, 'batch_size': 200, 'activation': <function leaky_relu.<locals>.parametrized_leaky_relu at 0x00000243DAF0A598>, 'dropout_rate': 0.1, 'conv1': {'conv1_fmaps': 16, 'conv1_ksize': 5, 'conv1_stride': 1, 'conv1_dropout': 0.3, 'conv1_activation': <function relu at 0x00000243D798D9D8>}, 'conv2': {'conv2_fmaps': 16, 'conv2_ksize': 5, 'conv2_stride': 1, 'conv2_dropout': 0.3, 'conv2_activation': <function relu at 0x00000243D798D9D8>}, 'architecture': 3, 'accuracy_rate': 0.97316229343414307}
{'n_hidden_layers': 7, 'n_neurons': 150, 'optimizer_class': <class 'tensorflow.python.training.adam.AdamOptimizer'>, 'learning_rate': 0.05, 'batch_size': 400, 'activation': <function elu at 0x00000243D797F9D8>, 'dropout_rate': 0.3, 'conv1': {'conv1_fmaps': 16, 'conv1_ksize': 5, 'conv1_stride': 1, 'conv1_dropout': 0.1, 'conv1_activation': <function elu at 0x00000243D797F9D8>}, 'conv2': {'conv2_fmaps': 16, 'conv2_ksize': 5, 'conv2_stride': 1, 'conv2_dropout': 0.2, 'conv2_activation': <function relu at 0x00000243D798D9D8>}, 'architecture': 2, 'accuracy_rate': 0.91170752048492432}
{'n_hidden_layers': 9, 'n_neurons': 350, 'optimizer_class': <class 'tensorflow.python.training.adam.AdamOptimizer'>, 'learning_rate': 0.01, 'batch_size': 300, 'activation': <function elu at 0x00000243D797F9D8>, 'dropout_rate': 0.1, 'conv1': {'conv1_fmaps': 16, 'conv1_ksize': 5, 'conv1_stride': 1, 'conv1_dropout': 0.1, 'conv1_activation': <function elu at 0x00000243D797F9D8>}, 'conv2': {'conv2_fmaps': 16, 'conv2_ksize': 5, 'conv2_stride': 1, 'conv2_dropout': 0.1, 'conv2_activation': <function elu at 0x00000243D797F9D8>}, 'architecture': 2, 'accuracy_rate': 0.98794257640838623}
{'n_hidden_layers': 8, 'n_neurons': 250, 'optimizer_class': <class 'tensorflow.python.training.adagrad.AdagradOptimizer'>, 'learning_rate': 0.01, 'batch_size': 400, 'activation': <function elu at 0x00000243D797F9D8>, 'dropout_rate': 0.4, 'conv1': {'conv1_fmaps': 16, 'conv1_ksize': 5, 'conv1_stride': 1, 'conv1_dropout': 0.1, 'conv1_activation': <function elu at 0x00000243D797F9D8>}, 'conv2': {'conv2_fmaps': 16, 'conv2_ksize': 5, 'conv2_stride': 1, 'conv2_dropout': 0.1, 'conv2_activation': <function elu at 0x00000243D797F9D8>}, 'architecture': 4, 'accuracy_rate': 0.90626221895217896}
{'n_hidden_layers': 2, 'n_neurons': 400, 'optimizer_class': <class 'tensorflow.python.training.adam.AdamOptimizer'>, 'learning_rate': 0.025, 'batch_size': 600, 'activation': <function leaky_relu.<locals>.parametrized_leaky_relu at 0x00000243DAF0A598>, 'dropout_rate': 0.3, 'conv1': {'conv1_fmaps': 16, 'conv1_ksize': 5, 'conv1_stride': 1, 'conv1_dropout': 0.3, 'conv1_activation': <function relu at 0x00000243D798D9D8>}, 'conv2': {'conv2_fmaps': 16, 'conv2_ksize': 5, 'conv2_stride': 1, 'conv2_dropout': 0.1, 'conv2_activation': <function elu at 0x00000243D797F9D8>}, 'architecture': 4, 'accuracy_rate': 0.97821861505508423}
{'n_hidden_layers': 9, 'n_neurons': 50, 'optimizer_class': <class 'tensorflow.python.training.adagrad.AdagradOptimizer'>, 'learning_rate': 0.01, 'batch_size': 400, 'activation': <function leaky_relu.<locals>.parametrized_leaky_relu at 0x00000243DAF0A598>, 'dropout_rate': 1e-06, 'conv1': {'conv1_fmaps': 16, 'conv1_ksize': 5, 'conv1_stride': 1, 'conv1_dropout': 0.1, 'conv1_activation': <function elu at 0x00000243D797F9D8>}, 'conv2': {'conv2_fmaps': 16, 'conv2_ksize': 5, 'conv2_stride': 1, 'conv2_dropout': 0.1, 'conv2_activation': <function elu at 0x00000243D797F9D8>}, 'architecture': 4, 'accuracy_rate': 0.84791910648345947}
{'n_hidden_layers': 4, 'n_neurons': 500, 'optimizer_class': <class 'tensorflow.python.training.adagrad.AdagradOptimizer'>, 'learning_rate': 0.025, 'batch_size': 600, 'activation': <function elu at 0x00000243D797F9D8>, 'dropout_rate': 1e-06, 'conv1': {'conv1_fmaps': 16, 'conv1_ksize': 5, 'conv1_stride': 1, 'conv1_dropout': 0.2, 'conv1_activation': <function relu at 0x00000243D798D9D8>}, 'conv2': {'conv2_fmaps': 16, 'conv2_ksize': 5, 'conv2_stride': 1, 'conv2_dropout': 0.3, 'conv2_activation': <function relu at 0x00000243D798D9D8>}, 'architecture': 3, 'accuracy_rate': 0.97355115413665771}
{'n_hidden_layers': 5, 'n_neurons': 150, 'optimizer_class': <class 'tensorflow.python.training.adam.AdamOptimizer'>, 'learning_rate': 0.1, 'batch_size': 400, 'activation': <function leaky_relu.<locals>.parametrized_leaky_relu at 0x00000243DAF0A598>, 'dropout_rate': 0.1, 'conv1': {'conv1_fmaps': 16, 'conv1_ksize': 5, 'conv1_stride': 1, 'conv1_dropout': 0.1, 'conv1_activation': <function elu at 0x00000243D797F9D8>}, 'conv2': {'conv2_fmaps': 16, 'conv2_ksize': 5, 'conv2_stride': 1, 'conv2_dropout': 0.3, 'conv2_activation': <function relu at 0x00000243D798D9D8>}, 'architecture': 1, 'accuracy_rate': 0.93387794494628906}
{'n_hidden_layers': 3, 'n_neurons': 450, 'optimizer_class': <class 'tensorflow.python.training.adagrad.AdagradOptimizer'>, 'learning_rate': 0.1, 'batch_size': 200, 'activation': <function elu at 0x00000243D797F9D8>, 'dropout_rate': 0.2, 'conv1': {'conv1_fmaps': 16, 'conv1_ksize': 5, 'conv1_stride': 1, 'conv1_dropout': 0.1, 'conv1_activation': <function elu at 0x00000243D797F9D8>}, 'conv2': {'conv2_fmaps': 16, 'conv2_ksize': 5, 'conv2_stride': 1, 'conv2_dropout': 0.1, 'conv2_activation': <function elu at 0x00000243D797F9D8>}, 'architecture': 2, 'accuracy_rate': 0.98288613557815552}
{'n_hidden_layers': 4, 'n_neurons': 50, 'optimizer_class': <class 'tensorflow.python.training.adagrad.AdagradOptimizer'>, 'learning_rate': 0.05, 'batch_size': 200, 'activation': <function leaky_relu.<locals>.parametrized_leaky_relu at 0x00000243DAF0A598>, 'dropout_rate': 0.3, 'conv1': {'conv1_fmaps': 16, 'conv1_ksize': 5, 'conv1_stride': 1, 'conv1_dropout': 0.2, 'conv1_activation': <function relu at 0x00000243D798D9D8>}, 'conv2': {'conv2_fmaps': 16, 'conv2_ksize': 5, 'conv2_stride': 1, 'conv2_dropout': 0.2, 'conv2_activation': <function relu at 0x00000243D798D9D8>}, 'architecture': 1, 'accuracy_rate': 0.94321280717849731}
{'n_hidden_layers': 7, 'n_neurons': 500, 'optimizer_class': <class 'tensorflow.python.training.adam.AdamOptimizer'>, 'learning_rate': 0.01, 'batch_size': 300, 'activation': <function elu at 0x00000243D797F9D8>, 'dropout_rate': 0.2, 'conv1': {'conv1_fmaps': 16, 'conv1_ksize': 5, 'conv1_stride': 1, 'conv1_dropout': 0.1, 'conv1_activation': <function elu at 0x00000243D797F9D8>}, 'conv2': {'conv2_fmaps': 16, 'conv2_ksize': 5, 'conv2_stride': 1, 'conv2_dropout': 0.1, 'conv2_activation': <function elu at 0x00000243D797F9D8>}, 'architecture': 4, 'accuracy_rate': 0.89653831720352173}
{'n_hidden_layers': 4, 'n_neurons': 50, 'optimizer_class': <class 'tensorflow.python.training.adam.AdamOptimizer'>, 'learning_rate': 0.025, 'batch_size': 600, 'activation': <function elu at 0x00000243D797F9D8>, 'dropout_rate': 0.2, 'conv1': {'conv1_fmaps': 16, 'conv1_ksize': 5, 'conv1_stride': 1, 'conv1_dropout': 0.1, 'conv1_activation': <function elu at 0x00000243D797F9D8>}, 'conv2': {'conv2_fmaps': 16, 'conv2_ksize': 5, 'conv2_stride': 1, 'conv2_dropout': 0.3, 'conv2_activation': <function relu at 0x00000243D798D9D8>}, 'architecture': 4, 'accuracy_rate': 0.95332556962966919}
{'n_hidden_layers': 9, 'n_neurons': 450, 'optimizer_class': <class 'tensorflow.python.training.adam.AdamOptimizer'>, 'learning_rate': 0.05, 'batch_size': 400, 'activation': <function leaky_relu.<locals>.parametrized_leaky_relu at 0x00000243DAF0A598>, 'dropout_rate': 0.3, 'conv1': {'conv1_fmaps': 16, 'conv1_ksize': 5, 'conv1_stride': 1, 'conv1_dropout': 0.1, 'conv1_activation': <function elu at 0x00000243D797F9D8>}, 'conv2': {'conv2_fmaps': 16, 'conv2_ksize': 5, 'conv2_stride': 1, 'conv2_dropout': 0.1, 'conv2_activation': <function elu at 0x00000243D797F9D8>}, 'architecture': 2, 'accuracy_rate': 0.95799309015274048}
{'n_hidden_layers': 8, 'n_neurons': 250, 'optimizer_class': <class 'tensorflow.python.training.adagrad.AdagradOptimizer'>, 'learning_rate': 0.1, 'batch_size': 200, 'activation': <function leaky_relu.<locals>.parametrized_leaky_relu at 0x00000243DAF0A598>, 'dropout_rate': 0.3, 'conv1': {'conv1_fmaps': 16, 'conv1_ksize': 5, 'conv1_stride': 1, 'conv1_dropout': 0.1, 'conv1_activation': <function elu at 0x00000243D797F9D8>}, 'conv2': {'conv2_fmaps': 16, 'conv2_ksize': 5, 'conv2_stride': 1, 'conv2_dropout': 0.2, 'conv2_activation': <function relu at 0x00000243D798D9D8>}, 'architecture': 3, 'accuracy_rate': 0.9579930305480957}
{'n_hidden_layers': 7, 'n_neurons': 50, 'optimizer_class': <class 'tensorflow.python.training.adam.AdamOptimizer'>, 'learning_rate': 0.1, 'batch_size': 250, 'activation': <function leaky_relu.<locals>.parametrized_leaky_relu at 0x00000243DAF0A598>, 'dropout_rate': 0.3, 'conv1': {'conv1_fmaps': 16, 'conv1_ksize': 5, 'conv1_stride': 1, 'conv1_dropout': 0.1, 'conv1_activation': <function elu at 0x00000243D797F9D8>}, 'conv2': {'conv2_fmaps': 16, 'conv2_ksize': 5, 'conv2_stride': 1, 'conv2_dropout': 0.1, 'conv2_activation': <function elu at 0x00000243D797F9D8>}, 'architecture': 2, 'accuracy_rate': 0.48269155621528625}
{'n_hidden_layers': 6, 'n_neurons': 450, 'optimizer_class': <class 'tensorflow.python.training.adagrad.AdagradOptimizer'>, 'learning_rate': 0.1, 'batch_size': 200, 'activation': <function leaky_relu.<locals>.parametrized_leaky_relu at 0x00000243DAF0A598>, 'dropout_rate': 0.2, 'conv1': {'conv1_fmaps': 16, 'conv1_ksize': 5, 'conv1_stride': 1, 'conv1_dropout': 0.2, 'conv1_activation': <function relu at 0x00000243D798D9D8>}, 'conv2': {'conv2_fmaps': 16, 'conv2_ksize': 5, 'conv2_stride': 1, 'conv2_dropout': 0.1, 'conv2_activation': <function elu at 0x00000243D797F9D8>}, 'architecture': 3, 'accuracy_rate': 0.97549593448638916}
{'n_hidden_layers': 4, 'n_neurons': 350, 'optimizer_class': <class 'tensorflow.python.training.adam.AdamOptimizer'>, 'learning_rate': 0.05, 'batch_size': 250, 'activation': <function leaky_relu.<locals>.parametrized_leaky_relu at 0x00000243DAF0A598>, 'dropout_rate': 0.2, 'conv1': {'conv1_fmaps': 16, 'conv1_ksize': 5, 'conv1_stride': 1, 'conv1_dropout': 0.3, 'conv1_activation': <function relu at 0x00000243D798D9D8>}, 'conv2': {'conv2_fmaps': 16, 'conv2_ksize': 5, 'conv2_stride': 1, 'conv2_dropout': 0.3, 'conv2_activation': <function relu at 0x00000243D798D9D8>}, 'architecture': 4, 'accuracy_rate': 0.97977453470230103}
{'n_hidden_layers': 7, 'n_neurons': 150, 'optimizer_class': <class 'tensorflow.python.training.adagrad.AdagradOptimizer'>, 'learning_rate': 0.025, 'batch_size': 300, 'activation': <function elu at 0x000001D5731489D8>, 'dropout_rate': 0.4, 'conv1': {'conv1_fmaps': 16, 'conv1_ksize': 5, 'conv1_stride': 1, 'conv1_dropout': 0.3, 'conv1_activation': <function relu at 0x000001D57315D9D8>}, 'conv2': {'conv2_fmaps': 16, 'conv2_ksize': 5, 'conv2_stride': 1, 'conv2_dropout': 0.2, 'conv2_activation': <function relu at 0x000001D57315D9D8>}, 'architecture': 4, 'accuracy_rate': 0.91498051881790166}
{'n_hidden_layers': 6, 'n_neurons': 500, 'optimizer_class': <class 'tensorflow.python.training.adam.AdamOptimizer'>, 'learning_rate': 0.1, 'batch_size': 300, 'activation': <function elu at 0x000001D5731489D8>, 'dropout_rate': 1e-06, 'conv1': {'conv1_fmaps': 16, 'conv1_ksize': 5, 'conv1_stride': 1, 'conv1_dropout': 0.2, 'conv1_activation': <function relu at 0x000001D57315D9D8>}, 'conv2': {'conv2_fmaps': 16, 'conv2_ksize': 5, 'conv2_stride': 1, 'conv2_dropout': 0.2, 'conv2_activation': <function relu at 0x000001D57315D9D8>}, 'architecture': 3, 'accuracy_rate': 0.95369647741317753}
{'n_hidden_layers': 3, 'n_neurons': 500, 'optimizer_class': <class 'tensorflow.python.training.adagrad.AdagradOptimizer'>, 'learning_rate': 0.025, 'batch_size': 600, 'activation': <function leaky_relu.<locals>.parametrized_leaky_relu at 0x000001D574D81400>, 'dropout_rate': 0.1, 'conv1': {'conv1_fmaps': 16, 'conv1_ksize': 5, 'conv1_stride': 1, 'conv1_dropout': 0.2, 'conv1_activation': <function relu at 0x000001D57315D9D8>}, 'conv2': {'conv2_fmaps': 16, 'conv2_ksize': 5, 'conv2_stride': 1, 'conv2_dropout': 0.1, 'conv2_activation': <function elu at 0x000001D5731489D8>}, 'architecture': 4, 'accuracy_rate': 0.96906613111495976}
{'n_hidden_layers': 5, 'n_neurons': 300, 'optimizer_class': <class 'tensorflow.python.training.adam.AdamOptimizer'>, 'learning_rate': 0.025, 'batch_size': 250, 'activation': <function leaky_relu.<locals>.parametrized_leaky_relu at 0x000001D574D81400>, 'dropout_rate': 0.1, 'conv1': {'conv1_fmaps': 16, 'conv1_ksize': 5, 'conv1_stride': 1, 'conv1_dropout': 0.3, 'conv1_activation': <function relu at 0x000001D57315D9D8>}, 'conv2': {'conv2_fmaps': 16, 'conv2_ksize': 5, 'conv2_stride': 1, 'conv2_dropout': 0.2, 'conv2_activation': <function relu at 0x000001D57315D9D8>}, 'architecture': 3, 'accuracy_rate': 0.95408557653427128}
{'n_hidden_layers': 6, 'n_neurons': 50, 'optimizer_class': <class 'tensorflow.python.training.adam.AdamOptimizer'>, 'learning_rate': 0.01, 'batch_size': 400, 'activation': <function leaky_relu.<locals>.parametrized_leaky_relu at 0x000001D574D81400>, 'dropout_rate': 0.4, 'conv1': {'conv1_fmaps': 16, 'conv1_ksize': 5, 'conv1_stride': 1, 'conv1_dropout': 0.2, 'conv1_activation': <function relu at 0x000001D57315D9D8>}, 'conv2': {'conv2_fmaps': 16, 'conv2_ksize': 5, 'conv2_stride': 1, 'conv2_dropout': 0.1, 'conv2_activation': <function elu at 0x000001D5731489D8>}, 'architecture': 4, 'accuracy_rate': 0.52392992973327634}
{'n_hidden_layers': 2, 'n_neurons': 500, 'optimizer_class': <class 'tensorflow.python.training.adagrad.AdagradOptimizer'>, 'learning_rate': 0.05, 'batch_size': 250, 'activation': <function elu at 0x000001D5731489D8>, 'dropout_rate': 0.4, 'conv1': {'conv1_fmaps': 16, 'conv1_ksize': 5, 'conv1_stride': 1, 'conv1_dropout': 0.1, 'conv1_activation': <function elu at 0x000001D5731489D8>}, 'conv2': {'conv2_fmaps': 16, 'conv2_ksize': 5, 'conv2_stride': 1, 'conv2_dropout': 0.2, 'conv2_activation': <function relu at 0x000001D57315D9D8>}, 'architecture': 1, 'accuracy_rate': 0.92743190526962282}
{'n_hidden_layers': 8, 'n_neurons': 500, 'optimizer_class': <class 'tensorflow.python.training.adam.AdamOptimizer'>, 'learning_rate': 0.05, 'batch_size': 600, 'activation': <function elu at 0x000001D5731489D8>, 'dropout_rate': 0.3, 'conv1': {'conv1_fmaps': 16, 'conv1_ksize': 5, 'conv1_stride': 1, 'conv1_dropout': 0.1, 'conv1_activation': <function elu at 0x000001D5731489D8>}, 'conv2': {'conv2_fmaps': 16, 'conv2_ksize': 5, 'conv2_stride': 1, 'conv2_dropout': 0.1, 'conv2_activation': <function elu at 0x000001D5731489D8>}, 'architecture': 4, 'accuracy_rate': 0.93929960727691653}
{'n_hidden_layers': 2, 'n_neurons': 500, 'optimizer_class': <class 'tensorflow.python.training.adam.AdamOptimizer'>, 'learning_rate': 0.05, 'batch_size': 250, 'activation': <function elu at 0x000001D5731489D8>, 'dropout_rate': 0.3, 'conv1': {'conv1_fmaps': 16, 'conv1_ksize': 5, 'conv1_stride': 1, 'conv1_dropout': 0.2, 'conv1_activation': <function relu at 0x000001D57315D9D8>}, 'conv2': {'conv2_fmaps': 16, 'conv2_ksize': 5, 'conv2_stride': 1, 'conv2_dropout': 0.1, 'conv2_activation': <function elu at 0x000001D5731489D8>}, 'architecture': 2, 'accuracy_rate': 0.96128402948379521}
{'n_hidden_layers': 5, 'n_neurons': 300, 'optimizer_class': <class 'tensorflow.python.training.adagrad.AdagradOptimizer'>, 'learning_rate': 0.01, 'batch_size': 200, 'activation': <function leaky_relu.<locals>.parametrized_leaky_relu at 0x000001D574D81400>, 'dropout_rate': 0.3, 'conv1': {'conv1_fmaps': 16, 'conv1_ksize': 5, 'conv1_stride': 1, 'conv1_dropout': 0.1, 'conv1_activation': <function elu at 0x000001D5731489D8>}, 'conv2': {'conv2_fmaps': 16, 'conv2_ksize': 5, 'conv2_stride': 1, 'conv2_dropout': 0.2, 'conv2_activation': <function relu at 0x000001D57315D9D8>}, 'architecture': 4, 'accuracy_rate': 0.92548636198043821}
{'n_hidden_layers': 9, 'n_neurons': 350, 'optimizer_class': <class 'tensorflow.python.training.adagrad.AdagradOptimizer'>, 'learning_rate': 0.01, 'batch_size': 300, 'activation': <function leaky_relu.<locals>.parametrized_leaky_relu at 0x000001D574D81400>, 'dropout_rate': 1e-06, 'conv1': {'conv1_fmaps': 16, 'conv1_ksize': 5, 'conv1_stride': 1, 'conv1_dropout': 0.1, 'conv1_activation': <function elu at 0x000001D5731489D8>}, 'conv2': {'conv2_fmaps': 16, 'conv2_ksize': 5, 'conv2_stride': 1, 'conv2_dropout': 0.2, 'conv2_activation': <function relu at 0x000001D57315D9D8>}, 'architecture': 1, 'accuracy_rate': 0.93599221706390379}
{'n_hidden_layers': 4, 'n_neurons': 500, 'optimizer_class': <class 'tensorflow.python.training.adam.AdamOptimizer'>, 'learning_rate': 0.05, 'batch_size': 300, 'activation': <function leaky_relu.<locals>.parametrized_leaky_relu at 0x000001D574D81400>, 'dropout_rate': 0.1, 'conv1': {'conv1_fmaps': 16, 'conv1_ksize': 5, 'conv1_stride': 1, 'conv1_dropout': 0.3, 'conv1_activation': <function relu at 0x000001D57315D9D8>}, 'conv2': {'conv2_fmaps': 16, 'conv2_ksize': 5, 'conv2_stride': 1, 'conv2_dropout': 0.1, 'conv2_activation': <function elu at 0x000001D5731489D8>}, 'architecture': 3, 'accuracy_rate': 0.94552527666091923}
{'n_hidden_layers': 8, 'n_neurons': 250, 'optimizer_class': <class 'tensorflow.python.training.adam.AdamOptimizer'>, 'learning_rate': 0.01, 'batch_size': 400, 'activation': <function elu at 0x000001D5731489D8>, 'dropout_rate': 0.1, 'conv1': {'conv1_fmaps': 16, 'conv1_ksize': 5, 'conv1_stride': 1, 'conv1_dropout': 0.1, 'conv1_activation': <function elu at 0x000001D5731489D8>}, 'conv2': {'conv2_fmaps': 16, 'conv2_ksize': 5, 'conv2_stride': 1, 'conv2_dropout': 0.1, 'conv2_activation': <function elu at 0x000001D5731489D8>}, 'architecture': 2, 'accuracy_rate': 0.95680931806564329}
